Sentiment,Customer Review,corpus
Negative,pembelian Kesekian kalinya dan biasanya dikemas pake kardus tapi yang dikirim cuma pake bubble wrap dan pecah lagi. ajukan barang rusak katanya bukan kesalahan toko tapi pas dicek masa patahannya/ serpihannya kurang. saya coba satuin tapi ada bagian yang memang ngak ada. apa di pengiriman mereka buka bubble wrap terus diganti gitu?,beli sekian kali kemas pakai kardus kirim pakai bubble wrap pecah aju barang rusak salah toko pas cek patah serpih coba satuin kirim buka bubble wrap ganti
Negative,penyelesaian permasalahan berbelit..zaman online kok ya masih lama,selesai berbelitzaman online
Negative,"Pashminanya pendek, gak seperti yang ada di deskripsi",pashminanya pendek deskripsi
Negative,Kapok saya beli kembang api di toko ini bilang nya,kapok beli kembang api toko bilang nya
Negative,"GUA BELI DAPETNYA V2, DI DESC GADA PENJELASAN MENGENAI VERSI, BAGUSAN V1 APALAGI RGBNYA RGB V2 BENER BENER CUMA RED GREEN BLUE SISA WARNANYA GAGUNA SWITCH PULLER GADAPET RGB REDUP PULA NGGA ADA PEMBERITAHUAN MENGENAI VERSI KEYBOARDNYA BENER2 KECEWA KAPOK BELI DA Ambil ae v*rt*x v7 tuh bagus drpd ini kecewa mau gua jual lagi pokoknya",gue beli dapetnya v2 desc kena versi bagus v1 rgbnya rgb v2 red green blue sisa warna gaguna switch puller gadapet rgb redup pemberitahuan kena versi keyboardnya kecewa kapok beli ambil vrtx v7 bagus kecewa gue jual pokok
Negative,saya sangat kecewa belanja di toko ini. respon penjual cuek. tanggapan lama. begitu datang barang tumpah basah. satu minggu baru datang. tidak tau di kirim nya lama atau di pengiriman nya lama.,kecewa belanja toko respon jual cuek tanggap barang tumpah basah minggu tau kirim nya kirim nya
Negative,"udah pesen pke dus, gak ada dus nya. mending gak udah pke dus dah",pesan pakai dus dus nya mending pakai dus
Negative,mending ke toko lain..,mending toko
Negative,gajelas,
Negative,beli sabtu.. proses senin.. kirim selasa.. rabu sampai.. padahal ada beli minggu kirim minggu nyampe senin.. gak lagi lagi beli disin,beli sabtu proses senin kirim selasa rabu beli minggu kirim minggu senin beli sin
Negative,karet filternya kurang,karet filter
Negative,"saat diterima tutup wajan ad yg bermasalah dan di wajannya ad goresan. bermasalahnya bukan krn proses pengiriman. tapi emang dari sononya cacat. kecewa dengan respon penjual yang bilang goresannya g masalah. Padahal saya kan beli baru, beli wajan anti gores malah terima yang bergores dan kualitas bermasalah. lgs ajukan komplain. sdh terima wajannya lagi yang tidak gores, cuma tetep bbrp yg mengecewakan. kecewa.. jadi lama dan saya harus repot ngurus pengembalian barangnya. kalau mw jual yang diskon jangan kasih yang kualitasnya g bagus. atau sampaikan aja produknya ad bbrp bermasalah makanya dikasih diskon. resiko beli online. semoga awet",terima tutup wajan wajan gores proses kirim sono cacat kecewa respon jual bilang gores beli beli wajan anti gores terima gores kualitas langsung aju komplain terima wajan gores kecewa kecewa repot urus barang mw jual diskon kasih kualitas bagus produk kasih diskon risiko beli online moga awet
Negative,Tidak ada dlm box,box
Negative,sudah macet harus di ketok2 dulu baru nyala Mesin,macet ketok ketok nyala mesin
Negative,sangat kecewa dengan pelayanan nya,kecewa layan nya
Negative,lamaaaaaa bngt kirimnya,banget kirim
Negative,Barang sampe dengan sobek Gw di kasih barang rijek kacau ni seller.,barang sobek gue kasih barang rijek kacau nih seller
Negative,Barang sampai dg cepat ttp dlm kondisi basah dan bau apek? Kenapa bisa begitu ya padahal didalam plastik?????,barang cepat kondisi basah bau apek plastik
Negative,"kecewa banget,barang rusak di jual,lain kali kalo jual barang yang jujur jgn barang rusak yang di jual ya!!!!!!!!",kecewa bangetbarang rusak juallain kali jual barang jujur barang rusak jual
Negative,"baru dateng,baru di coba malah udah copot yg bagian kanan,udah coba di perbaiki trus coba di pake lagi masih copot juga",datengbaru coba copot kananudah coba coba pakai copot
Negative,"kartunya kw semua,katanya ori gimana sih",kartu kw semuakatanya orisinal sih
Negative,"Packing berantakan, sungguh mengecewakan",packing beranta sungguh kecewa
Negative,ada sedikit cacat lipatan jahitannya,cacat lipat jahit
Negative,Barang tidak sesuai dengan pesanan,barang sesuai pesan
Negative,"kurang responsif , barang sampai tidak lengkap,ada tulisan refund, komplain hanya disuruh bersabar ditunggu sampai 3 hari itikad baik tidak ada juga pengembalian dana nya",responsif barang lengkapada tulis refund komplain suruh sabar tunggu 3 itikad dana nya
Negative,"saya beli 2, mohon maaf sebelumnya, sudah saya minta tolong untuk mencoba tes fisik dulu sebelum kirim. tdk tahu d coba atau belum, tp sepertinya tdk d coba. alhasil ada 1 yang cacat. ujung2nya pembeli harus return. itu hal yang merepotkan pembeli. maaf saya beri 2B",beli 2 mohon maaf coba tes fisik kirim coba coba alhasil 1 cacat ujung ujung beli return repot beli maaf 2b
Negative,kata teman yg terjun di dunia musik barangnya kurang memuaskan. mohon diperbaiki lagi produknya. thx,teman terjun dunia musik barang muas mohon produk terima kasih
Negative,"komiknya ada yg udah kuning kertasnya, stok lama sepertinya",komik kuning kertas stok
Negative,bahan biasa gak seperti yg dibayangin,bahan dibayangin
Negative,Tidak sesuai. Udh belanjaa 300rb an nggak ada free gift yg diberikan. Tidak sesuai halaman utama,sesuai belanja 300rb an free gift sesuai halaman utama
Negative,"Ekspedisi Pengiriman lama banget, pas ngajuin komplain baru di kirim. Hadeh",ekspedisi kirim banget pas aju komplain kirim aduh
Negative,barang tidak berfungsi sama sekali...seperti membeli barang rusak,barang fungsi sekaliseperti beli barang rusak
Negative,saya udah beli tpi gaak di sertakan . Huh. Bohong,beli gaak huh bohong
Negative,"pengiriman cepat namun, saya baru sempat susun dua minggu setelah barang sampai, tapi ternyata cube kurang sekitar 3-6 piece cube polos, jadinya lemarinya tidak kokoh, berharap penjual bisa mengirim part ke kuranganya, supaya saya perbaiki bintangnya. ketika barang berudi terima, saran saya harus ada tabel verifikasi jumlah part dan asesoris nya di sini tidak ada, cara pasang tidak di berikan dengan jelas. jika ini merek; resmi bisa di komplain ke lembaga perlindungan konsumen Indonesia",kirim cepat susun minggu barang nyata cube 36 piece cube polos lemari kokoh harap jual kirim part kuranganya bintang barang udi terima saran tabel verifikasi part aksesori nya pasang ikan merek resmi komplain lembaga lindung konsumen indonesia
Negative,"lambreta. lamaa banget. ga rekomen. mending beli di store lain. officialny parah layanannya. senin malam order, rabu sore baru sampai",lambreta banget rekomen mending beli store officialny parah layan senin malam order rabu sore
Negative,"sebenernya barangnya ok. tapi pengirimannya lama banget, pesan tgl 9 masa sampainya tgl 17 ????????",barang oke kirim banget pesan tanggal 9 tanggal 17
Negative,Kapoooookkk lah...!!!??!!,kapok
Negative,yg dikirim russakkkkk guys ampun dahh,kirim russak guys ampun dah
Negative,"Gan ini gimana ya gorrilapod nya ga cocok sm kamera saya bahkan untuk bawaannya aja ga bisa masuk ga sesuai yang di gorillapod terlalu besar, padahal saya sudah diskusi tanya apakah bisa untuk Fuji XA-3 dan agan jawab bisa. Ini kebesaran ga muat di lubangnya, di lubang untuk jd tongsis hp pun ga bisa dipasang :( barangnya bagus tapi ga sesuai dan gak bisa saya gunakan jadinya :((((",juragan gorrilapod nya cocok kamera bawa masuk sesuai gorillapod diskusi fuji xa3 agan muat lubang lubang tongsis handphone pasang barang bagus sesuai
Negative,"Saya pesan meo, jelas2 tuna in jelly karena kucing saya sukanya itu.. dikirimnya tuna� bisa baca gak ya!!.. trus mau diapain doank??.. buang??.. kalau pesan harus sesuai doank.. barang kamu kosong?? Bilang!!! Jangan main ganti sembarangan�",pesan meo tuna in jelly kucing suka kirim tuna baca doang buang pesan sesuai doang barang kosong bilang main ganti sembarang
Negative,"Seharusnya chat dijadikan makesure barang, warna dll, jgn kaku kaku bgt jadi roko",chat makesure barang warna kaku kaku banget roko
Negative,packing buruk. kertas sampai pada sobek bungkusnya.,packing buruk kertas sobek bungkus
Negative,"Respon seller bagus tapi produknya tidak, suaranya kecil masih kalah dengan mic hp internal. Harga sangat tidak sesuai dengan kualitas",respon seller bagus produk suara kalah mic handphone internal harga sesuai kualitas
Negative,barang gak dikirim. gak usah ngadain flash sale kalau gak ada stok,barang kirim flash sale stok
Negative,"Produk tidak berfungsi baik, toko gak amanah, malah pembeli disuruh balikkin produk lagi buang ongkir aza 2x !! Toko gak baik!! Jangan beli disini!!",produk fungsi toko amanah beli suruh balikkin produk buang ongkos kirim kali toko beli
Negative,lain kali lebih teliti..tolong dicek dulu sebelum barang dikirim jgn sampe salah..pesan nutrilon 3 sebanyak 2 kaleng tp yg dikirim satunya nutrilon 4.,kali telititolong cek barang kirim salahpesan nutrilon 3 2 kaleng kirim nutrilon 4
Negative,"Beli cashew dikirim Almond ,, beli 2 dikirim cm 1 ,, gak berkah dagangan mu ..",beli cashew kirim almond beli 2 kirim 1 berkah dagang mu
Negative,"Diluar expektasi saya,, benar benar ukuran super mini, tidak ada bedanya dengan box, kontener yg di pasar, yg 3, tingkt, cma karena ada space, diatas ,itu saja kelebihanya, saya ukur lebarnya cuma sejengkal ,antar jempol ibu jari dan dan jari tengah ,,benar benar kecil.. dengan harg lumayan mahal..??????????????????",expektasi ukur super mini beda box kontener pasar 3 tingkt space kelebihanya ukur lebar jengkal jempol jari jari harga lumayan mahal
Negative,wah sy pake sameday..masa dtgnya besoknya. smtra sy byr jam 13.30..respon lama..rugi lah tau gt sy ga ush pilih yg sameday..mksd biar cepet.malah jd lama.ga rekomen bgt.??,pakai samedaymasa dtgnya besok smtra bayar jam 1330respon lamarugi tau uh pilih samedaymksd biar cepetmalah lamaga rekomen banget
Negative,beli 4 pack (4kg). yg dikirim cuma 3 pack (3kg). kecewa.,beli 4 pack 4kg kirim 3 pack 3kg kecewa
Negative,"awalnya dikirim kurang, untung ada video unbox. proses komplain nya lama, barangnya bagus tp pelayanan tokonya jelek",kirim untung video unbox proses komplain nya barang bagus layan toko jelek
Negative,barang tidak sesuai gambar....bukan original. kaitan plastik semua...di gambar kaitan stenless/besi,barang sesuai gambarbukan original kait plastik semuadi gambar kait stenlessbesi
Negative,"saya kecewa banget sih,pesan maroon, hijau army sama mint.. tapi tu semua dganti sama warna lain tanpa konfirmasi., semoga bisa lebih teliti n komunikasi dg pembeli jika barang tidak tersedia..",kecewa banget sihpesan maroon hijau army mint dganti warna konfirmasi moga teliti komunikasi beli barang sedia
Negative,"Kecewa, hadiahnya tdk dtg sesuai info dan tdk dikbrin jg tdk ada ??",kecewa hadiah sesuai info dikbrin
Negative,ancuuuurrrr bubukkkk remukkk tak berbentukkkkkkkkkkkkkkkkkkllkl,ancur bubuk remuk berbentukkllkl
Negative,Seller tidak ramah sedikitpun. saya mau batal dulu baru nambah pesanan biar hemat ongkir seller tidak mau menerima pengajuan pembatalan saya. Katanya harus check out ulang lg dgn dana lbh besar. Di deskripsi produk jg ga ada aturan ini. Ya ga mau lah nanti dikirim dua2nya sama seller rese macam gini rugi dobel nanti. Tokped juga tidak bisa membantu sedikitpun cuman suruh diskusiin aja terus sama penjual keras kepala macam ini. Very not recommended. Kapok!,seller ramah batal pesan biar hemat ongkos kirim seller terima aju batal check out ulang dana deskripsi produk atur kirim seller resek rugi dobel tokped bantu suruh diskusiin jual keras kepala not recommended kapok
Negative,BELANJA BERTURUT TURUT 2HR.. SELLER TIDAK RAMAH.. TRAKHIR KALI BLANJA DI SINI.. NOT RECOMMENT,belanja 2hr seller ramah kali blanja not recomment
Negative,"tiba tiba patah, dasar baut patah, ane lem aja, moga masih bisa terpakai... mo di balikin rugi di ongkir, terima nasib aja",patah dasar baut patah lem moga pakai rugi ongkos kirim terima nasib
Negative,"barang di trima dlm keadaan lecek sperti itu, pesen 10, 6 lembar dlm keadaan melitut, di bungkus bareng dgn list pesenan sya.....KECEWA BANGED, NOT REKOMEND SELLER",barang terima lecek pesan 10 6 lembar melitut bungkus bareng list sen syakecewa banget not rekomend seller
Negative,"isinya cuma 800 gr, diskripsinya 1 kg.. udah terlanjur beli 10 bungkus.. tolong dong jangan suka nipu alus model gini.. kagak berkah tau!! parah nih sellernya, ngasih duit haram ke keluarganya..",isi 800 gede skripsi 1 kg lanjur beli 10 bungkus suka tipu halus model berkah tau parah nih jual duit haram keluarga
Negative,"rasanya, Hambaaarrrrrrr",hambar
Negative,"Cukup sy yg di rugikan , krn brg yg dtg sy tdk vidio in , orderan sy ada 3 Yg dtg cuma 2, tp gift dpt 3 Brg uda mahal , di komplen pun gak bs",rugi barang video in order 3 2 gift 3 barang mahal komplain
Negative,Polanya kurang pas. Negativean pas tapi lengan terlalu kecil.,pola pas negativean pas lengan
Negative,"Saya dikasih lcd rusak, di touch gak bisa, layar awal awal oke tapi dua hari kemudian, ada 3 garis horizontal di tengah layar, besok hari nya layar shadow, akhirnya saya pake LCD yg lama, penjual banyak alasan, saya sbg pembeli malah disalahkan pada pemasangan. Jangan beli disini cukup saya aja jadi korban ??????",kasih lcd rusak touch layar oke 3 garis horizontal layar besok nya layar shadow pakai lcd jual alas beli salah pasang beli korban
Negative,"tipis, bagian dalam kurang rapi, untuk harga segitu jadi mahal krn ga awet",tipis rapi harga mahal awet
Negative,Kuteknya bahannya gak bagus..,kuteknya bahan bagus
Negative,Tidak sesuai dengan kualitasnya dan panjangnya di gambar,sesuai kualitas gambar
Negative,baru d cobain langsung sobek tengahnya Hahaaa maklumlah harga menentukan kualitas juga,coba langsung sobek haha maklum harga kualitas
Negative,Barang tidak diterima sampai sekarang. Order dari Bulan Mei. Skrg sudah Agustus.,barang terima order mei agustus
Negative,respon lambat,respon lambat
Negative,"bad admin. Opportunity lost gara2 mau tambah pesanan tp diabaikan admin, harusnya jd perhatian untuk manajemen wingsfood.",bad admin opportunity lost gara gara pesan abai admin perhati manajemen wingsfood
Negative,di deskripsi produk 10gr tp real yg diterima 8gr,deskripsi produk 10gr real terima 8gr
Negative,Jelek! Silikon pelindungnya setelah ditekuk gampang pecah jadi sobek gitu. Kualitas lamounya juga tidak sebaik yg saya bayangkan. Jauh dibawah kualitasnya philips.,jelek silikon lindung tekuk gampang pecah sobek kualitas lamounya bayang kualitas philips
Negative,barang sudah sampai beberapa hari tapi baru hari ini sempat dibuka dan mau dipakai ternyata ada jahitan di dalam yg terbuka...Negative quality control,barang buka pakai nyata jahit terbukanegative quality control
Negative,"jangan beli di toko ini udah etikat baik ngasih penjelasan colokan mic di soundcard nya gak berfungsi,tapi pesan yg berkali� cuma di read gak ad tanggapan bener�. mbak atau mas tolong jualan yg amanah,transaksi jualbeli akan berkah dan sah kalo sama� saling menguntungkan.saya bener2 gak ikhlas,gak akan berkah jualan anda mksh.",beli toko etikat colok mic soundcard nya berfungsitapi pesan kali read tanggap bener mbak mas jual amanahtransaksi jualbeli berkah sah menguntungkansaya ikhlasgak berkah jual terima kasih
Negative,Ujungnya bompel mungkin kebentur pas ekspedisi. Saran: packaging seharusnya yg lebih aman utk barang mudah pecah.,ujung bompel bentur pas ekspedisi saran packaging aman barang mudah pecah
Negative,mengecewakan barangnya yang datang,kecewa barang
Negative,"Barang ga sampai gara gara sicepat ngilangin barangnya, dan dana pengembalian belom masuk juga admin membantu tapi pas komplain selesai dan dananya ga masuk, ga dibales lagi chatnya",barang gara gara si cepat hilang barang dana masuk admin bantu pas komplain selesai dana masuk balas chatnya
Negative,masker tertipis yang pernah saya beli,masker tip beli
Negative,udah di hubungkan Ama hp n tablet tetep gak bisa,hubung handphone tablet
Negative,"Penggunaan di HP Samsung: Kualitas suara baik. Kualitas mic standar menuju buruk (suara harus keras baru bisa terdengar oleh lawan bicara). Pengguanan di MacBook: Ketika terhubung kualitas suara baik, namun selalu terputus (tidak stabil koneksinya), sehingga tidak bisa digunakan. Buat temen-temen yang perlu connect ke laptop gitu mending cari TWS lain deh. Soalnya koneksinya ke laptop enggak stabil. Sekian.",handphone samsung kualitas suara kualitas mic standar tuju buruk suara keras dengar lawan bicara pengguanan macbook hubung kualitas suara putus stabil koneksi tementemen connect laptop mending cari tws deh koneksi laptop stabil sekian
Negative,"Bintang satu ya, chargernya patah, gak bisa digunakan, akhirnya harus cari charger lain. charger nya ada di dalam alatnya, jadi jelas bukan kesalahan pengiriman.",bintang chargernya patah cari charger charger nya alat salah kirim
Negative,warna pinknya tdk sesuai????,warna pinknya sesuai
Negative,"Pengiriman laptop dr toko tidak dicek dahulu,.. laptop yg dikasih ke pembeli layar pecah, kerdus rusak,.. padahal packingan tidak ada yg rusak,... menghabiskan waktu saja, buat klaim ke tokpedia, berminggu minggu baru berhasil klaim ke pihak asuransi. Ternyata toko yg sudah verified tidak menjamin, Pelayanan toko ini buruk, respon cepat saat awal beli aja,.. saat dikomplen sangat lama, mengulur2 waktu, tidak mau tanggung jawab,.. padahal jelas komplainan langsung dihari berikutny setelah paket dibuka, yg seharusny, bisa langsung tuker unit langsung dr toko.... Trus Apa gunany ditulis di Deskripsi Garansi toko 3 hari ???... Cukup terakhir beli disini, thanks",kirim laptop toko cek laptop kasih beli layar pecah kardus rusak packingan rusak habis klaim tokpedia minggu minggu hasil klaim asuransi nyata toko verified jamin layan toko buruk respon cepat beli dikomplen mengulur2 tanggung komplain langsung berikutny paket buka langsung tukar unit langsung toko gunany tulis deskripsi garansi toko 3 beli terima kasih
Negative,Kapok belanja disini lama banget pengiriman nya!,kapok belanja banget kirim nya
Negative,Barang sampai terlalu lama padahal masih dalam kota. Casing mudah lepas. Jujur mengecewakan.,barang kota casing mudah lepas jujur kecewa
Negative,sepertinya kurang cocok di kucing saya... pemakaian sudah masuk 3 minggu belum ada perkembangan...,cocok kucing pakai masuk 3 minggu kembang
Negative,"Barangnya ancur cuman d bungkus plastik, dengan harga segitu kualitas toko official store tp barang d terima ancur mah KAPOK",barang hancur bungkus plastik harga kualitas toko official store barang terima hancur kapok
Negative,"pengirimannya lama banget.. pesen dr tgl 18, sampai tgl 23 blm dikirim2 juga... jd sy ajukan komplain ke toped, abis itu baru barangnya dikirim. sempet kecewa sih, secara sy pesan di official storenya gitu, tp service masih spt ini ??",kirim banget pesan tanggal 18 tanggal 23 dikirim2 aju komplain toped habis barang kirim kecewa sih pesan official storenya service surat pemberitahuan
Negative,"Mouse kurang bagus , Pointer nya gerak gerak sendiri .",tikus bagus pointer nya gerak gerak
Negative,Respon sangat lama sekali No recomended,respon no recomended
Negative,"diskon nya nipu,barang nya ternyata sesuai dengan harga",diskon nya nipubarang nya nyata sesuai harga
Negative,"mudah copot, tidak lengket di kaca mobil atau spion",mudah copot lengket kaca mobil spion
Negative,"isinya cuma kaya air putih mening pake semir ban, di complain jg gk ada jawaban",isi kayak air putih ning pakai semir ban complain
Negative,celananya kekecilan sayang amet,celana sayang amet
Negative,"jujur sy ragu dalam box tidak ada plastik, masih kalah sama yg di bwh sensi ya. Lebih ke higienisnya sih.",jujur ragu box plastik kalah sensitif higienis sih
Negative,"BARANG TIDAK SAMPAI KARENA BROKEN!!!! PROSES LAMAAA!!!! DARI TANGGAL 10 APRIL BELI, BROKEN TGL 18 APR. SAMPAI TGL 24 APRIL HARI INI MASIH BELUM ADA PRODUK DATANG DAN UANG BELUM KEMBALI. BURUK SEKALI PELAYANANNYA!!!!",barang broken proses tanggal 10 april beli broken tanggal 18 apr tanggal 24 april produk uang buruk layan
Negative,"yang bener aja dong, saya beli susu masa kemasannya kaya gini...bener2 kecewa, sudah mah ya lama dtgnya pas di open box kok hancur gini..",beli susu kemas kayak ginibener2 kecewa dtgnya pas open box hancur
Negative,"Tolong di cek lagi untuk baterainya gan, Baterai bekas dikasih pantes gak mau hidup suaranya",cek baterai juragan baterai bekas kasih hidup suara
Negative,Jika saya pake satu berfungsi dengan baik tapi jika pakai dua duamya sering kepencet sendiri,pakai fungsi pakai duamya pencet
Negative,"Kualitas kurang bagus, kertasnya tipis, bukan buku original",kualitas bagus kertas tipis buku original
Negative,pas datang ky bau tape basi ?? ga ky yg sebelumnya pesan. kynya sudah rusak,pas ky bau tape basi ky pesan kynya rusak
Negative,"baunya pasaran, prtama kali pakai semua orang sekitar gue sakit kepala.. jangan trlalu expektasi tinggi... rugi kalian harga segitu..",bau pasar kali pakai orang gue sakit kepala expektasi rugi harga
Negative,pesen apa dikirim apa ????????????????????????????????????????????,pesan kirim
Negative,"Salah kirim bos! Dikirim yang menthol, mana rasa mentholnya strong banget lg overpower di mulut, ngilangin rasa tembakaunya.",salah kirim bos kirim menthol mentholnya strong banget overpower mulut hilang tembakau
Negative,"meja laptopnya begitu dibuka kardusnya sudah pecah diujungnya dan ada retak juga dibagian bawah, trus mejanya juga hijau kusam seperti barang bekas pakai, seller dikomplain menolak penukaran barang dengan alasan buktinya kurang, malah diarahkan utk menggunakan asuransi dr tokopedia, dgn proses yg ribet harus ada bukti pemusnahan barang jg, pas sy lihat lagi ulasan2 ternyata banyak juga yg dapet mejanya pecah dan rusak, dan mereka semua pada kecewa, saran kalau jualan yg jujur, kl memang yg dijual barang bekas atau ex display bilang saja tulis di deskripsi yg jujur, tolong tokopedia lebih selektif terhadap toko yg seperti ini, packing barang juga terkesan asal2an cuma pakai kardus tipis saja ga pakai bubble wrap sama sekali, semoga ga ada lagi customer yg tertipu seperti saya",meja laptop buka kardus pecah ujung retak meja hijau kusam barang bekas pakai seller komplain tolak tukar barang alas bukti arah asuransi tokopedia proses ribet bukti musnah barang pas lihat ulasan2 nyata meja pecah rusak kecewa saran jual jujur jual barang bekas ex display bilang tulis deskripsi jujur tokopedia selektif hadap toko packing barang kes asal2an pakai kardus tipis pakai bubble wrap moga customer tipu
Negative,"Toko paling ga niat jualan, beli tanggal 17, baru dkirim tanggal 21, barang sih bagus .. tapi pelayanan ngga banget, sesuai review di bawah",toko niat jual beli tanggal 17 dkirim tanggal 21 barang sih bagus layan banget sesuai review
Negative,Bahannya ga enak,bahan enak
Negative,Order yg k2 ko sy sangat kecewa...bungkus sudah pecah kopi berhamburan k mna� Gak tau ini kesalahan dr selese seler atau kurir.,order k2 kecewabungkus pecah kopi hambur k mna tau salah selese seler kurir
Negative,tidak berfungsi baik,fungsi
Negative,"Nggak sesuai yg diiklanin, airnya loyo...",sesuai diiklanin air loyo
Negative,sprti barang bekas,barang bekas
Negative,"barang yang di gambar itu sudah saya bereskan ulang . tatakan balon nya gak ada . sudah dikomplain ke pihak tokopedia , biaya nya sudah kembali ke saya tapi tetep ada rasa kecewa karna penjual lagi� tidak menginformasikan ketersediaan barang dan saya lagi perlu banget . maaf dikasih rate segitu .",barang gambar beres ulang tata balon nya komplain tokopedia biaya nya kecewa jual informasi sedia barang banget maaf kasih rate
Negative,maaf ganti ulasan..hasil dr produk stlh brp minggu dipake ga worth it dr segi harga yg mehong..buang duit??,maaf ganti ulasanhasil produk minggu pakai worth it segi harga mehongbuang duit
Negative,barangnya gak berfungsi,barang fungsi
Negative,plastik pecah jd lembek sebagian,plastik pecah lembek
Negative,Sidik jari masih ada jdi layar kusam saja karna banyak sentuhan. Terus efek kaya kertas nya gue rasa ga ada ngaruh nya. Ga ada tuh kesan paperlike nya. Tidak kaya deskripsi dan fotonya. Cuma sebatas pelindung anti gores aja si ini rasanya.,sidik jari layar kusam sentuh efek kayak kertas nya gue pengaruh nya kesan paperlike nya kayak deskripsi foto batas lindung anti gores sih
Negative,pesan 2 yang di kirim cuman 1 udah bayar ongkir 2 Kg lagi rugi rugi kapok beli di sini,pesan 2 kirim 1 bayar ongkos kirim 2 kg rugi rugi kapok beli
Negative,Packingnya jelek. Barang sampai sudah rusak,packingnya jelek barang rusak
Negative,"Gamepad sampai dengan packing std, gamepad satu normal namun yang satunya L2 dan R2 hilang entah kemana sudah di cek memang tidak ada apakah kesalahan pembuatan di pabrik atau memang produk gagal, semoga untuk ditingkatkan ketilitian dalam pengiriman sebelum sampai ke tangan konsumen, jadi stik atau gamepadnya terpaksa main pakai L2 dan R2 cabutan dari stik lain yang beda merek dan warnanya hitam, padahal gamepad normal sayangnya tombol R2 dan L2 missing/hilang, semoga gamepadnya awet. makasih y",gamepad packing std gamepad normal l2 r2 hilang cek salah pabrik produk gagal moga tingkat ketilitian kirim tangan konsumen stik gamepadnya paksa main pakai l2 r2 cabut stik beda merek warna hitam gamepad normal sayang tombol r2 l2 missinghilang moga gamepadnya awet terima kasih iya
Negative,baju nya tipis.. model celana nya juga gak sama dengan di foto..gak real fict mnurut saya..sablon nya licin sekali cuci dijemur lengket dan lepas.. nyesel belanja di sini gak sesuai dgn expektasi saya,baju nya tipis model celana nya fotogak real fict sayasablon nya licin cuci jemur lengket lepas sesal belanja sesuai expektasi
Negative,Jelek jelek jelek jelek jelek jelek jelek tinggal ngopi,jelek jelek jelek jelek jelek jelek jelek tinggal minum kopi
Negative,bli 2 cuma 1 yang nyala jadi kecewa,beli 2 1 nyala kecewa
Negative,"Udah ngikutin prosedur penggunaannya, lemnya nggak bisa lengket. Masa habis di lem udah kering, udah dikasih lakban kaya prosedur, sandal yang dilem bisa ditarik. menjengkelkan",prosedur lem lengket habis lem kering kasih lakban kayak prosedur sandal lem tarik jengkel
Negative,tidak sesuai pesanan,sesuai pesan
Negative,"Respon kurang, brg tdk sesuai deskripsi dan tdk ada solusi / tdk ada respon akhir dr si penjual",respon barang sesuai deskripsi solusi respon sih jual
Negative,Cetakan buku nya tdk bagus.,cetak buku nya bagus
Negative,"Pengiriman lama, Minta Nota Pembelian tidak di kasi",kirim nota beli kasih
Negative,"Maaf ya, untuk produk yg ini saya kasih bintang 1 karena begitu semprotan pertama sprayer nya langsung tdk bs dipake.. Sudah coba diperbaiki ya ttp tdk bisa.. Seperti nya kahf perlu ganti supplier botol deh..",maaf produk kasih bintang 1 semprot sprayer nya langsung pakai coba nya kahf ganti supplier botol deh
Negative,kecewa penjual ga tanggung jawab komplen berhari� gada solusi,kecewa jual tanggung komplain solusi
Negative,"Barang nya robek dan penyok2, di chat ke penjualnya malah bilang wajar karna produksi masal. Trus tulisannya pake capslock semua tanpa bilang maaf krna produksi masal ini malah kebablasan capslock. Kan sebelum di kirim harus nya di cek dulu. Mana posisinya kebalik yg bagian dalam diluar, ngebaliknya kan susah kaku.",barang nya robek penyok2 chat jual bilang wajar produksi masal tulis pakai capslock bilang maaf produksi masal bablas capslock kirim nya cek posisi ngebaliknya susah kaku
Negative,"pengalaman buruk belanja di toko official, barang di terima dalam keadaan tidak menyala dan tidak mau bertanggung jawab, replacement saya ajukan sendiri ke servis center, setelah barang pengganti datang, plastik wrap dan segel berbeda dengan yg dikirim seller, ntah repack barang yg bermasalah atau memang beda batch, tapi respon seller ini menurut saya sangat tidak profesional apalagi sekelas official store",alam buruk belanja toko official barang terima nyala tanggung replacement aju servis center barang ganti plastik wrap segel beda kirim seller repack barang beda batch respon seller profesional kelas official store
Negative,baru 3 hari udh ga ngegrip,3 ngegrip
Negative,"Sangat mengecewakan, barang yg dikirim tidak sesuai konfirmasi, sampai harus bolak-balik 2 kali, saya harus nanggung 6 X ongkos kirim....SANGAT MENGECEWAKAN",kecewa barang kirim sesuai konfirmasi bolakbalik 2 kali tanggung 6 x ongkos kirimsangat kecewa
Negative,"Setelah pake masker nya kulit merasa alergi, ampe kemerahan lalu membengkak. Saya bingung harus gimana",pakai masker nya kulit alergi merah bengkak bingung
Negative,"barang cuma 25 rebu, masa kudu di video in pas unboxing. Sudah menjadi tugas QC utk cek dengan teliti, apakah barang yg dikirim sudah lengkap atau belum. Parahhh",barang 25 rebu video in pas unboxing tugas qc cek teliti barang kirim lengkap parah
Negative,"beli 10 bungkus, ada 1 yg bahan plastik pembungkus nya beda.. dan kebuka sobek",beli 10 bungkus 1 bahan plastik bungkus nya beda buka sobek
Negative,Mengecewakan.. 1 battery tidak berfungsi.,kecewa 1 battery fungsi
Negative,"packaging nya ga safe jadi mie nya remuk, shipping nya lama bgt proses nya juga asli lama parah",packaging nya aman mie nya remuk angkut nya banget proses nya asli parah
