Sentiment,Customer Review,corpus
Negative,"Beli cashew dikirim Almond ,, beli 2 dikirim cm 1 ,, gak berkah dagangan mu ..","beli cashew dikirim almond ,, beli 2 dikirim cm 1 ,, gak berkah dagangan mu .."
Negative,"Diluar expektasi saya,, benar benar ukuran super mini, tidak ada bedanya dengan box, kontener yg di pasar, yg 3, tingkt, cma karena ada space, diatas ,itu saja kelebihanya, saya ukur lebarnya cuma sejengkal ,antar jempol ibu jari dan dan jari tengah ,,benar benar kecil.. dengan harg lumayan mahal..??????????????????","diluar expektasi saya,, benar benar ukuran super mini, tidak ada bedanya dengan box, kontener yg di pasar, yg 3, tingkt, cma karena ada space, diatas ,itu saja kelebihanya, saya ukur lebarnya cuma sejengkal ,antar jempol ibu jari dan dan jari tengah ,,benar benar kecil.. dengan harg lumayan mahal..??????????????????"
Negative,wah sy pake sameday..masa dtgnya besoknya. smtra sy byr jam 13.30..respon lama..rugi lah tau gt sy ga ush pilih yg sameday..mksd biar cepet.malah jd lama.ga rekomen bgt.??,wah sy pake sameday..masa dtgnya besoknya. smtra sy byr jam 13.30..respon lama..rugi lah tau gt sy ga ush pilih yg sameday..mksd biar cepet.malah jd lama.ga rekomen bgt.??
Negative,beli 4 pack (4kg). yg dikirim cuma 3 pack (3kg). kecewa.,beli 4 pack (4kg). yg dikirim cuma 3 pack (3kg). kecewa.
Negative,"awalnya dikirim kurang, untung ada video unbox. proses komplain nya lama, barangnya bagus tp pelayanan tokonya jelek","awalnya dikirim kurang, untung ada video unbox. proses komplain nya lama, barangnya bagus tp pelayanan tokonya jelek"
Negative,barang tidak sesuai gambar....bukan original. kaitan plastik semua...di gambar kaitan stenless/besi,barang tidak sesuai gambar....bukan original. kaitan plastik semua...di gambar kaitan stenless/besi
Negative,"saya kecewa banget sih,pesan maroon, hijau army sama mint.. tapi tu semua dganti sama warna lain tanpa konfirmasi., semoga bisa lebih teliti n komunikasi dg pembeli jika barang tidak tersedia..","saya kecewa banget sih,pesan maroon, hijau army sama mint.. tapi tu semua dganti sama warna lain tanpa konfirmasi., semoga bisa lebih teliti n komunikasi dg pembeli jika barang tidak tersedia.."
Negative,"Kecewa, hadiahnya tdk dtg sesuai info dan tdk dikbrin jg tdk ada ??","kecewa, hadiahnya tdk dtg sesuai info dan tdk dikbrin jg tdk ada ??"
Negative,ancuuuurrrr bubukkkk remukkk tak berbentukkkkkkkkkkkkkkkkkkllkl,ancuuuurrrr bubukkkk remukkk tak berbentukkkkkkkkkkkkkkkkkkllkl
Negative,Seller tidak ramah sedikitpun. saya mau batal dulu baru nambah pesanan biar hemat ongkir seller tidak mau menerima pengajuan pembatalan saya. Katanya harus check out ulang lg dgn dana lbh besar. Di deskripsi produk jg ga ada aturan ini. Ya ga mau lah nanti dikirim dua2nya sama seller rese macam gini rugi dobel nanti. Tokped juga tidak bisa membantu sedikitpun cuman suruh diskusiin aja terus sama penjual keras kepala macam ini. Very not recommended. Kapok!,seller tidak ramah sedikitpun. saya mau batal dulu baru nambah pesanan biar hemat ongkir seller tidak mau menerima pengajuan pembatalan saya. katanya harus check out ulang lg dgn dana lbh besar. di deskripsi produk jg ga ada aturan ini. ya ga mau lah nanti dikirim dua2nya sama seller rese macam gini rugi dobel nanti. tokped juga tidak bisa membantu sedikitpun cuman suruh diskusiin aja terus sama penjual keras kepala macam ini. very not recommended. kapok!
Negative,BELANJA BERTURUT TURUT 2HR.. SELLER TIDAK RAMAH.. TRAKHIR KALI BLANJA DI SINI.. NOT RECOMMENT,belanja berturut turut 2hr.. seller tidak ramah.. trakhir kali blanja di sini.. not recomment
Negative,"tiba tiba patah, dasar baut patah, ane lem aja, moga masih bisa terpakai... mo di balikin rugi di ongkir, terima nasib aja","tiba tiba patah, dasar baut patah, ane lem aja, moga masih bisa terpakai... mo di balikin rugi di ongkir, terima nasib aja"
Negative,"barang di trima dlm keadaan lecek sperti itu, pesen 10, 6 lembar dlm keadaan melitut, di bungkus bareng dgn list pesenan sya.....KECEWA BANGED, NOT REKOMEND SELLER","barang di trima dlm keadaan lecek sperti itu, pesen 10, 6 lembar dlm keadaan melitut, di bungkus bareng dgn list pesenan sya.....kecewa banged, not rekomend seller"
Negative,"isinya cuma 800 gr, diskripsinya 1 kg.. udah terlanjur beli 10 bungkus.. tolong dong jangan suka nipu alus model gini.. kagak berkah tau!! parah nih sellernya, ngasih duit haram ke keluarganya..","isinya cuma 800 gr, diskripsinya 1 kg.. udah terlanjur beli 10 bungkus.. tolong dong jangan suka nipu alus model gini.. kagak berkah tau!! parah nih sellernya, ngasih duit haram ke keluarganya.."
Negative,"rasanya, Hambaaarrrrrrr","rasanya, hambaaarrrrrrr"
Negative,"Cukup sy yg di rugikan , krn brg yg dtg sy tdk vidio in , orderan sy ada 3 Yg dtg cuma 2, tp gift dpt 3 Brg uda mahal , di komplen pun gak bs","cukup sy yg di rugikan , krn brg yg dtg sy tdk vidio in , orderan sy ada 3 yg dtg cuma 2, tp gift dpt 3 brg uda mahal , di komplen pun gak bs"
Negative,Polanya kurang pas. Negativean pas tapi lengan terlalu kecil.,polanya kurang pas. negativean pas tapi lengan terlalu kecil.
Negative,"Saya dikasih lcd rusak, di touch gak bisa, layar awal awal oke tapi dua hari kemudian, ada 3 garis horizontal di tengah layar, besok hari nya layar shadow, akhirnya saya pake LCD yg lama, penjual banyak alasan, saya sbg pembeli malah disalahkan pada pemasangan. Jangan beli disini cukup saya aja jadi korban ??????","saya dikasih lcd rusak, di touch gak bisa, layar awal awal oke tapi dua hari kemudian, ada 3 garis horizontal di tengah layar, besok hari nya layar shadow, akhirnya saya pake lcd yg lama, penjual banyak alasan, saya sbg pembeli malah disalahkan pada pemasangan. jangan beli disini cukup saya aja jadi korban ??????"
Negative,"tipis, bagian dalam kurang rapi, untuk harga segitu jadi mahal krn ga awet","tipis, bagian dalam kurang rapi, untuk harga segitu jadi mahal krn ga awet"
Negative,Kuteknya bahannya gak bagus..,kuteknya bahannya gak bagus..
Negative,Tidak sesuai dengan kualitasnya dan panjangnya di gambar,tidak sesuai dengan kualitasnya dan panjangnya di gambar
Negative,baru d cobain langsung sobek tengahnya Hahaaa maklumlah harga menentukan kualitas juga,baru d cobain langsung sobek tengahnya hahaaa maklumlah harga menentukan kualitas juga
Negative,Barang tidak diterima sampai sekarang. Order dari Bulan Mei. Skrg sudah Agustus.,barang tidak diterima sampai sekarang. order dari bulan mei. skrg sudah agustus.
Negative,respon lambat,respon lambat
Negative,"bad admin. Opportunity lost gara2 mau tambah pesanan tp diabaikan admin, harusnya jd perhatian untuk manajemen wingsfood.","bad admin. opportunity lost gara2 mau tambah pesanan tp diabaikan admin, harusnya jd perhatian untuk manajemen wingsfood."
Negative,di deskripsi produk 10gr tp real yg diterima 8gr,di deskripsi produk 10gr tp real yg diterima 8gr
Negative,Jelek! Silikon pelindungnya setelah ditekuk gampang pecah jadi sobek gitu. Kualitas lamounya juga tidak sebaik yg saya bayangkan. Jauh dibawah kualitasnya philips.,jelek! silikon pelindungnya setelah ditekuk gampang pecah jadi sobek gitu. kualitas lamounya juga tidak sebaik yg saya bayangkan. jauh dibawah kualitasnya philips.
Negative,barang sudah sampai beberapa hari tapi baru hari ini sempat dibuka dan mau dipakai ternyata ada jahitan di dalam yg terbuka...Negative quality control,barang sudah sampai beberapa hari tapi baru hari ini sempat dibuka dan mau dipakai ternyata ada jahitan di dalam yg terbuka...negative quality control
Negative,"jangan beli di toko ini udah etikat baik ngasih penjelasan colokan mic di soundcard nya gak berfungsi,tapi pesan yg berkali� cuma di read gak ad tanggapan bener�. mbak atau mas tolong jualan yg amanah,transaksi jualbeli akan berkah dan sah kalo sama� saling menguntungkan.saya bener2 gak ikhlas,gak akan berkah jualan anda mksh.","jangan beli di toko ini udah etikat baik ngasih penjelasan colokan mic di soundcard nya gak berfungsi,tapi pesan yg berkali� cuma di read gak ad tanggapan bener�. mbak atau mas tolong jualan yg amanah,transaksi jualbeli akan berkah dan sah kalo sama� saling menguntungkan.saya bener2 gak ikhlas,gak akan berkah jualan anda mksh."
Negative,Ujungnya bompel mungkin kebentur pas ekspedisi. Saran: packaging seharusnya yg lebih aman utk barang mudah pecah.,ujungnya bompel mungkin kebentur pas ekspedisi. saran: packaging seharusnya yg lebih aman utk barang mudah pecah.
Negative,mengecewakan barangnya yang datang,mengecewakan barangnya yang datang
Negative,"Barang ga sampai gara gara sicepat ngilangin barangnya, dan dana pengembalian belom masuk juga admin membantu tapi pas komplain selesai dan dananya ga masuk, ga dibales lagi chatnya","barang ga sampai gara gara sicepat ngilangin barangnya, dan dana pengembalian belom masuk juga admin membantu tapi pas komplain selesai dan dananya ga masuk, ga dibales lagi chatnya"
Negative,masker tertipis yang pernah saya beli,masker tertipis yang pernah saya beli
Negative,udah di hubungkan Ama hp n tablet tetep gak bisa,udah di hubungkan ama hp n tablet tetep gak bisa
Negative,"Penggunaan di HP Samsung: Kualitas suara baik. Kualitas mic standar menuju buruk (suara harus keras baru bisa terdengar oleh lawan bicara). Pengguanan di MacBook: Ketika terhubung kualitas suara baik, namun selalu terputus (tidak stabil koneksinya), sehingga tidak bisa digunakan. Buat temen-temen yang perlu connect ke laptop gitu mending cari TWS lain deh. Soalnya koneksinya ke laptop enggak stabil. Sekian.","penggunaan di hp samsung: kualitas suara baik. kualitas mic standar menuju buruk (suara harus keras baru bisa terdengar oleh lawan bicara). pengguanan di macbook: ketika terhubung kualitas suara baik, namun selalu terputus (tidak stabil koneksinya), sehingga tidak bisa digunakan. buat temen-temen yang perlu connect ke laptop gitu mending cari tws lain deh. soalnya koneksinya ke laptop enggak stabil. sekian."
Negative,"Bintang satu ya, chargernya patah, gak bisa digunakan, akhirnya harus cari charger lain. charger nya ada di dalam alatnya, jadi jelas bukan kesalahan pengiriman.","bintang satu ya, chargernya patah, gak bisa digunakan, akhirnya harus cari charger lain. charger nya ada di dalam alatnya, jadi jelas bukan kesalahan pengiriman."
Negative,warna pinknya tdk sesuai????,warna pinknya tdk sesuai????
Negative,"Pengiriman laptop dr toko tidak dicek dahulu,.. laptop yg dikasih ke pembeli layar pecah, kerdus rusak,.. padahal packingan tidak ada yg rusak,... menghabiskan waktu saja, buat klaim ke tokpedia, berminggu minggu baru berhasil klaim ke pihak asuransi. Ternyata toko yg sudah verified tidak menjamin, Pelayanan toko ini buruk, respon cepat saat awal beli aja,.. saat dikomplen sangat lama, mengulur2 waktu, tidak mau tanggung jawab,.. padahal jelas komplainan langsung dihari berikutny setelah paket dibuka, yg seharusny, bisa langsung tuker unit langsung dr toko.... Trus Apa gunany ditulis di Deskripsi Garansi toko 3 hari ???... Cukup terakhir beli disini, thanks","pengiriman laptop dr toko tidak dicek dahulu,.. laptop yg dikasih ke pembeli layar pecah, kerdus rusak,.. padahal packingan tidak ada yg rusak,... menghabiskan waktu saja, buat klaim ke tokpedia, berminggu minggu baru berhasil klaim ke pihak asuransi. ternyata toko yg sudah verified tidak menjamin, pelayanan toko ini buruk, respon cepat saat awal beli aja,.. saat dikomplen sangat lama, mengulur2 waktu, tidak mau tanggung jawab,.. padahal jelas komplainan langsung dihari berikutny setelah paket dibuka, yg seharusny, bisa langsung tuker unit langsung dr toko.... trus apa gunany ditulis di deskripsi garansi toko 3 hari ???... cukup terakhir beli disini, thanks"
Negative,Kapok belanja disini lama banget pengiriman nya!,kapok belanja disini lama banget pengiriman nya!
Negative,Barang sampai terlalu lama padahal masih dalam kota. Casing mudah lepas. Jujur mengecewakan.,barang sampai terlalu lama padahal masih dalam kota. casing mudah lepas. jujur mengecewakan.
Negative,sepertinya kurang cocok di kucing saya... pemakaian sudah masuk 3 minggu belum ada perkembangan...,sepertinya kurang cocok di kucing saya... pemakaian sudah masuk 3 minggu belum ada perkembangan...
Negative,"Barangnya ancur cuman d bungkus plastik, dengan harga segitu kualitas toko official store tp barang d terima ancur mah KAPOK","barangnya ancur cuman d bungkus plastik, dengan harga segitu kualitas toko official store tp barang d terima ancur mah kapok"
Negative,"pengirimannya lama banget.. pesen dr tgl 18, sampai tgl 23 blm dikirim2 juga... jd sy ajukan komplain ke toped, abis itu baru barangnya dikirim. sempet kecewa sih, secara sy pesan di official storenya gitu, tp service masih spt ini ??","pengirimannya lama banget.. pesen dr tgl 18, sampai tgl 23 blm dikirim2 juga... jd sy ajukan komplain ke toped, abis itu baru barangnya dikirim. sempet kecewa sih, secara sy pesan di official storenya gitu, tp service masih spt ini ??"
Negative,"Mouse kurang bagus , Pointer nya gerak gerak sendiri .","mouse kurang bagus , pointer nya gerak gerak sendiri ."
Negative,Respon sangat lama sekali No recomended,respon sangat lama sekali no recomended
Negative,"diskon nya nipu,barang nya ternyata sesuai dengan harga","diskon nya nipu,barang nya ternyata sesuai dengan harga"
Negative,"mudah copot, tidak lengket di kaca mobil atau spion","mudah copot, tidak lengket di kaca mobil atau spion"
Negative,"isinya cuma kaya air putih mening pake semir ban, di complain jg gk ada jawaban","isinya cuma kaya air putih mening pake semir ban, di complain jg gk ada jawaban"
Negative,celananya kekecilan sayang amet,celananya kekecilan sayang amet
Negative,"jujur sy ragu dalam box tidak ada plastik, masih kalah sama yg di bwh sensi ya. Lebih ke higienisnya sih.","jujur sy ragu dalam box tidak ada plastik, masih kalah sama yg di bwh sensi ya. lebih ke higienisnya sih."
Negative,"BARANG TIDAK SAMPAI KARENA BROKEN!!!! PROSES LAMAAA!!!! DARI TANGGAL 10 APRIL BELI, BROKEN TGL 18 APR. SAMPAI TGL 24 APRIL HARI INI MASIH BELUM ADA PRODUK DATANG DAN UANG BELUM KEMBALI. BURUK SEKALI PELAYANANNYA!!!!","barang tidak sampai karena broken!!!! proses lamaaa!!!! dari tanggal 10 april beli, broken tgl 18 apr. sampai tgl 24 april hari ini masih belum ada produk datang dan uang belum kembali. buruk sekali pelayanannya!!!!"
Negative,"yang bener aja dong, saya beli susu masa kemasannya kaya gini...bener2 kecewa, sudah mah ya lama dtgnya pas di open box kok hancur gini..","yang bener aja dong, saya beli susu masa kemasannya kaya gini...bener2 kecewa, sudah mah ya lama dtgnya pas di open box kok hancur gini.."
Negative,"Tolong di cek lagi untuk baterainya gan, Baterai bekas dikasih pantes gak mau hidup suaranya","tolong di cek lagi untuk baterainya gan, baterai bekas dikasih pantes gak mau hidup suaranya"
Negative,Jika saya pake satu berfungsi dengan baik tapi jika pakai dua duamya sering kepencet sendiri,jika saya pake satu berfungsi dengan baik tapi jika pakai dua duamya sering kepencet sendiri
Negative,"Kualitas kurang bagus, kertasnya tipis, bukan buku original","kualitas kurang bagus, kertasnya tipis, bukan buku original"
Negative,pas datang ky bau tape basi ?? ga ky yg sebelumnya pesan. kynya sudah rusak,pas datang ky bau tape basi ?? ga ky yg sebelumnya pesan. kynya sudah rusak
Negative,"baunya pasaran, prtama kali pakai semua orang sekitar gue sakit kepala.. jangan trlalu expektasi tinggi... rugi kalian harga segitu..","baunya pasaran, prtama kali pakai semua orang sekitar gue sakit kepala.. jangan trlalu expektasi tinggi... rugi kalian harga segitu.."
Negative,pesen apa dikirim apa ????????????????????????????????????????????,pesen apa dikirim apa ????????????????????????????????????????????
Negative,"Salah kirim bos! Dikirim yang menthol, mana rasa mentholnya strong banget lg overpower di mulut, ngilangin rasa tembakaunya.","salah kirim bos! dikirim yang menthol, mana rasa mentholnya strong banget lg overpower di mulut, ngilangin rasa tembakaunya."
Negative,"meja laptopnya begitu dibuka kardusnya sudah pecah diujungnya dan ada retak juga dibagian bawah, trus mejanya juga hijau kusam seperti barang bekas pakai, seller dikomplain menolak penukaran barang dengan alasan buktinya kurang, malah diarahkan utk menggunakan asuransi dr tokopedia, dgn proses yg ribet harus ada bukti pemusnahan barang jg, pas sy lihat lagi ulasan2 ternyata banyak juga yg dapet mejanya pecah dan rusak, dan mereka semua pada kecewa, saran kalau jualan yg jujur, kl memang yg dijual barang bekas atau ex display bilang saja tulis di deskripsi yg jujur, tolong tokopedia lebih selektif terhadap toko yg seperti ini, packing barang juga terkesan asal2an cuma pakai kardus tipis saja ga pakai bubble wrap sama sekali, semoga ga ada lagi customer yg tertipu seperti saya","meja laptopnya begitu dibuka kardusnya sudah pecah diujungnya dan ada retak juga dibagian bawah, trus mejanya juga hijau kusam seperti barang bekas pakai, seller dikomplain menolak penukaran barang dengan alasan buktinya kurang, malah diarahkan utk menggunakan asuransi dr tokopedia, dgn proses yg ribet harus ada bukti pemusnahan barang jg, pas sy lihat lagi ulasan2 ternyata banyak juga yg dapet mejanya pecah dan rusak, dan mereka semua pada kecewa, saran kalau jualan yg jujur, kl memang yg dijual barang bekas atau ex display bilang saja tulis di deskripsi yg jujur, tolong tokopedia lebih selektif terhadap toko yg seperti ini, packing barang juga terkesan asal2an cuma pakai kardus tipis saja ga pakai bubble wrap sama sekali, semoga ga ada lagi customer yg tertipu seperti saya"
Negative,"Toko paling ga niat jualan, beli tanggal 17, baru dkirim tanggal 21, barang sih bagus .. tapi pelayanan ngga banget, sesuai review di bawah","toko paling ga niat jualan, beli tanggal 17, baru dkirim tanggal 21, barang sih bagus .. tapi pelayanan ngga banget, sesuai review di bawah"
Negative,Bahannya ga enak,bahannya ga enak
Negative,Order yg k2 ko sy sangat kecewa...bungkus sudah pecah kopi berhamburan k mna� Gak tau ini kesalahan dr selese seler atau kurir.,order yg k2 ko sy sangat kecewa...bungkus sudah pecah kopi berhamburan k mna� gak tau ini kesalahan dr selese seler atau kurir.
Negative,tidak berfungsi baik,tidak berfungsi baik
Negative,"Nggak sesuai yg diiklanin, airnya loyo...","nggak sesuai yg diiklanin, airnya loyo..."
Negative,sprti barang bekas,sprti barang bekas
Negative,"barang yang di gambar itu sudah saya bereskan ulang . tatakan balon nya gak ada . sudah dikomplain ke pihak tokopedia , biaya nya sudah kembali ke saya tapi tetep ada rasa kecewa karna penjual lagi� tidak menginformasikan ketersediaan barang dan saya lagi perlu banget . maaf dikasih rate segitu .","barang yang di gambar itu sudah saya bereskan ulang . tatakan balon nya gak ada . sudah dikomplain ke pihak tokopedia , biaya nya sudah kembali ke saya tapi tetep ada rasa kecewa karna penjual lagi� tidak menginformasikan ketersediaan barang dan saya lagi perlu banget . maaf dikasih rate segitu ."
Negative,maaf ganti ulasan..hasil dr produk stlh brp minggu dipake ga worth it dr segi harga yg mehong..buang duit??,maaf ganti ulasan..hasil dr produk stlh brp minggu dipake ga worth it dr segi harga yg mehong..buang duit??
Negative,barangnya gak berfungsi,barangnya gak berfungsi
Negative,plastik pecah jd lembek sebagian,plastik pecah jd lembek sebagian
Negative,Sidik jari masih ada jdi layar kusam saja karna banyak sentuhan. Terus efek kaya kertas nya gue rasa ga ada ngaruh nya. Ga ada tuh kesan paperlike nya. Tidak kaya deskripsi dan fotonya. Cuma sebatas pelindung anti gores aja si ini rasanya.,sidik jari masih ada jdi layar kusam saja karna banyak sentuhan. terus efek kaya kertas nya gue rasa ga ada ngaruh nya. ga ada tuh kesan paperlike nya. tidak kaya deskripsi dan fotonya. cuma sebatas pelindung anti gores aja si ini rasanya.
Negative,pesan 2 yang di kirim cuman 1 udah bayar ongkir 2 Kg lagi rugi rugi kapok beli di sini,pesan 2 yang di kirim cuman 1 udah bayar ongkir 2 kg lagi rugi rugi kapok beli di sini
Negative,Packingnya jelek. Barang sampai sudah rusak,packingnya jelek. barang sampai sudah rusak
Negative,"Gamepad sampai dengan packing std, gamepad satu normal namun yang satunya L2 dan R2 hilang entah kemana sudah di cek memang tidak ada apakah kesalahan pembuatan di pabrik atau memang produk gagal, semoga untuk ditingkatkan ketilitian dalam pengiriman sebelum sampai ke tangan konsumen, jadi stik atau gamepadnya terpaksa main pakai L2 dan R2 cabutan dari stik lain yang beda merek dan warnanya hitam, padahal gamepad normal sayangnya tombol R2 dan L2 missing/hilang, semoga gamepadnya awet. makasih y","gamepad sampai dengan packing std, gamepad satu normal namun yang satunya l2 dan r2 hilang entah kemana sudah di cek memang tidak ada apakah kesalahan pembuatan di pabrik atau memang produk gagal, semoga untuk ditingkatkan ketilitian dalam pengiriman sebelum sampai ke tangan konsumen, jadi stik atau gamepadnya terpaksa main pakai l2 dan r2 cabutan dari stik lain yang beda merek dan warnanya hitam, padahal gamepad normal sayangnya tombol r2 dan l2 missing/hilang, semoga gamepadnya awet. makasih y"
Negative,baju nya tipis.. model celana nya juga gak sama dengan di foto..gak real fict mnurut saya..sablon nya licin sekali cuci dijemur lengket dan lepas.. nyesel belanja di sini gak sesuai dgn expektasi saya,baju nya tipis.. model celana nya juga gak sama dengan di foto..gak real fict mnurut saya..sablon nya licin sekali cuci dijemur lengket dan lepas.. nyesel belanja di sini gak sesuai dgn expektasi saya
Negative,Jelek jelek jelek jelek jelek jelek jelek tinggal ngopi,jelek jelek jelek jelek jelek jelek jelek tinggal ngopi
Negative,bli 2 cuma 1 yang nyala jadi kecewa,bli 2 cuma 1 yang nyala jadi kecewa
Negative,"Udah ngikutin prosedur penggunaannya, lemnya nggak bisa lengket. Masa habis di lem udah kering, udah dikasih lakban kaya prosedur, sandal yang dilem bisa ditarik. menjengkelkan","udah ngikutin prosedur penggunaannya, lemnya nggak bisa lengket. masa habis di lem udah kering, udah dikasih lakban kaya prosedur, sandal yang dilem bisa ditarik. menjengkelkan"
Negative,tidak sesuai pesanan,tidak sesuai pesanan
Negative,"Respon kurang, brg tdk sesuai deskripsi dan tdk ada solusi / tdk ada respon akhir dr si penjual","respon kurang, brg tdk sesuai deskripsi dan tdk ada solusi / tdk ada respon akhir dr si penjual"
Negative,Cetakan buku nya tdk bagus.,cetakan buku nya tdk bagus.
Negative,"Pengiriman lama, Minta Nota Pembelian tidak di kasi","pengiriman lama, minta nota pembelian tidak di kasi"
Negative,"Maaf ya, untuk produk yg ini saya kasih bintang 1 karena begitu semprotan pertama sprayer nya langsung tdk bs dipake.. Sudah coba diperbaiki ya ttp tdk bisa.. Seperti nya kahf perlu ganti supplier botol deh..","maaf ya, untuk produk yg ini saya kasih bintang 1 karena begitu semprotan pertama sprayer nya langsung tdk bs dipake.. sudah coba diperbaiki ya ttp tdk bisa.. seperti nya kahf perlu ganti supplier botol deh.."
Negative,kecewa penjual ga tanggung jawab komplen berhari� gada solusi,kecewa penjual ga tanggung jawab komplen berhari� gada solusi
Negative,"Barang nya robek dan penyok2, di chat ke penjualnya malah bilang wajar karna produksi masal. Trus tulisannya pake capslock semua tanpa bilang maaf krna produksi masal ini malah kebablasan capslock. Kan sebelum di kirim harus nya di cek dulu. Mana posisinya kebalik yg bagian dalam diluar, ngebaliknya kan susah kaku.","barang nya robek dan penyok2, di chat ke penjualnya malah bilang wajar karna produksi masal. trus tulisannya pake capslock semua tanpa bilang maaf krna produksi masal ini malah kebablasan capslock. kan sebelum di kirim harus nya di cek dulu. mana posisinya kebalik yg bagian dalam diluar, ngebaliknya kan susah kaku."
Negative,"pengalaman buruk belanja di toko official, barang di terima dalam keadaan tidak menyala dan tidak mau bertanggung jawab, replacement saya ajukan sendiri ke servis center, setelah barang pengganti datang, plastik wrap dan segel berbeda dengan yg dikirim seller, ntah repack barang yg bermasalah atau memang beda batch, tapi respon seller ini menurut saya sangat tidak profesional apalagi sekelas official store","pengalaman buruk belanja di toko official, barang di terima dalam keadaan tidak menyala dan tidak mau bertanggung jawab, replacement saya ajukan sendiri ke servis center, setelah barang pengganti datang, plastik wrap dan segel berbeda dengan yg dikirim seller, ntah repack barang yg bermasalah atau memang beda batch, tapi respon seller ini menurut saya sangat tidak profesional apalagi sekelas official store"
Negative,baru 3 hari udh ga ngegrip,baru 3 hari udh ga ngegrip
Negative,"Sangat mengecewakan, barang yg dikirim tidak sesuai konfirmasi, sampai harus bolak-balik 2 kali, saya harus nanggung 6 X ongkos kirim....SANGAT MENGECEWAKAN","sangat mengecewakan, barang yg dikirim tidak sesuai konfirmasi, sampai harus bolak-balik 2 kali, saya harus nanggung 6 x ongkos kirim....sangat mengecewakan"
Negative,"Setelah pake masker nya kulit merasa alergi, ampe kemerahan lalu membengkak. Saya bingung harus gimana","setelah pake masker nya kulit merasa alergi, ampe kemerahan lalu membengkak. saya bingung harus gimana"
Negative,"barang cuma 25 rebu, masa kudu di video in pas unboxing. Sudah menjadi tugas QC utk cek dengan teliti, apakah barang yg dikirim sudah lengkap atau belum. Parahhh","barang cuma 25 rebu, masa kudu di video in pas unboxing. sudah menjadi tugas qc utk cek dengan teliti, apakah barang yg dikirim sudah lengkap atau belum. parahhh"
Negative,"beli 10 bungkus, ada 1 yg bahan plastik pembungkus nya beda.. dan kebuka sobek","beli 10 bungkus, ada 1 yg bahan plastik pembungkus nya beda.. dan kebuka sobek"
Negative,Mengecewakan.. 1 battery tidak berfungsi.,mengecewakan.. 1 battery tidak berfungsi.
Negative,"packaging nya ga safe jadi mie nya remuk, shipping nya lama bgt proses nya juga asli lama parah","packaging nya ga safe jadi mie nya remuk, shipping nya lama bgt proses nya juga asli lama parah"
Negative,"barang sampai ada yg pecah, bekas di tambal..","barang sampai ada yg pecah, bekas di tambal.."
Negative,Lambat,lambat
Negative,bahan tipis. penyok2 karena packing yg ga jelas.. padahal udah sengaja peser kerdus.. ternyata di kirim cuma selembar dan ga guna.,bahan tipis. penyok2 karena packing yg ga jelas.. padahal udah sengaja peser kerdus.. ternyata di kirim cuma selembar dan ga guna.
Negative,Lacinya sering macet tidak terbuka otomatis,lacinya sering macet tidak terbuka otomatis
Negative,"sangat sangat mengecewakan gak bisa di cas powerbank. Dan kata nya garansi malah ongkos kirim kita di suruh tanggung sendiri. Ya rugi parah lah ongkir dari Batam itu kesitu 35 belum lagi kenak pajak 30,%. Ditanya solusi lain gak respon","sangat sangat mengecewakan gak bisa di cas powerbank. dan kata nya garansi malah ongkos kirim kita di suruh tanggung sendiri. ya rugi parah lah ongkir dari batam itu kesitu 35 belum lagi kenak pajak 30,%. ditanya solusi lain gak respon"
Negative,"KURANG TELITI, SAYA PESAN HITAM 1 DAN MERAH 1 YG DIKIRIM HITAM SEMUA","kurang teliti, saya pesan hitam 1 dan merah 1 yg dikirim hitam semua"
Negative,balonnya kecil sekali ga sesuai gambar..ga bagus kualitas..ketipu dr gambar nya..kecewa,balonnya kecil sekali ga sesuai gambar..ga bagus kualitas..ketipu dr gambar nya..kecewa
Negative,Suaranya gk bs bersih. Ada noise. Hasilnya lebih bagus ngerekam pakai headset iphone drpd pakai ini.,suaranya gk bs bersih. ada noise. hasilnya lebih bagus ngerekam pakai headset iphone drpd pakai ini.
Negative,"Saya sudah tulis motif iron cement, tapi ternyata ga ke save. Penjual ga tanya motif dulu, malah langsung kirim motif acak. ??","saya sudah tulis motif iron cement, tapi ternyata ga ke save. penjual ga tanya motif dulu, malah langsung kirim motif acak. ??"
Negative,"Saya pesan yg putih biasa, kenapa di kirim yg ini, tidak sesuai","saya pesan yg putih biasa, kenapa di kirim yg ini, tidak sesuai"
Negative,"Packing terlalu padet, liquid bocor banyak","packing terlalu padet, liquid bocor banyak"
Negative,"barang tidak ada, komplain tidak direspon...pelajaran buat yg beli disini cek hati2 saat datang","barang tidak ada, komplain tidak direspon...pelajaran buat yg beli disini cek hati2 saat datang"
Negative,Baru pake sekali per nya lepas2 terus ampas,baru pake sekali per nya lepas2 terus ampas
Negative,harga cuma 50rb kurang barang 2pcs tp alasan trlalu byk ga mau ganti.. toko ini kurang ajar,harga cuma 50rb kurang barang 2pcs tp alasan trlalu byk ga mau ganti.. toko ini kurang ajar
Negative,Kecewa pesanan sama barang yang dikirim tidak sesuai,kecewa pesanan sama barang yang dikirim tidak sesuai
Negative,Sudah pake rutin 1 bulan g ada hasil. Payah,sudah pake rutin 1 bulan g ada hasil. payah
Negative,kaca malah jadi buram. cairan ini baunya seperti porstex. hati hati dalam membeli,kaca malah jadi buram. cairan ini baunya seperti porstex. hati hati dalam membeli
